,Price,City,Date,Brand,Model,Storage,Stat
7851,15500,Casablanca,28 Janvier,iphone,iphone 13 pro max,256,Neuf
7852,4100,Casablanca,28 Janvier,iphone,iphone xs max,32,Bon état
7854,2900,Casablanca,28 Janvier,iphone,iphone x,256,Bon état
7855,2800,Casablanca,28 Janvier,iphone,iphone x,8,Bon état
7856,1300,Salé,28 Janvier,Redmi,Redmi Note 7,8,Bon état
7857,6900,Rabat,28 Janvier,iphone,iphone 11 pro max,256,Bon état
7858,1500,Rabat,28 Janvier,iphone,iphone 8,64,Bon état
7859,3600,Casablanca,28 Janvier,iphone,iphone x,64,Bon état
7860,1800,El Jadida,28 Janvier,iphone,iphone 13 pro max,256,Neuf
7861,2300,Mohammedia,27 Janvier,huawei,huawei p,32,Bon état
7862,600,Fès,27 Janvier,nokia,nokia 2,32,Bon état
7863,600,Casablanca,27 Janvier,iphone,iphone se,16,Bon état
7864,3000,Casablanca,27 Janvier,samsung,samsung a5,8,Neuf
7865,1900,Casablanca,27 Janvier,iphone,iphone 7,32,Bon état
7867,3300,Casablanca,27 Janvier,oppo,oppo reno,8,Neuf
7868,2500,El Jadida,27 Janvier,oppo,oppo reno,8,Bon état
7869,900,Agadir,27 Janvier,iphone,iphone 6s,32,Bon état
7870,1400,Salé,27 Janvier,xiaomi,xiaomi ,64,Bon état
7871,4400,Casablanca,27 Janvier,iphone,iphone xs max,64,Bon état
7872,1300,Casablanca,27 Janvier,iphone,iphone 6s,8,Bon état
7873,2400,Casablanca,27 Janvier,samsung,samsung a3,8,Neuf
7874,4900,Rabat,27 Janvier,iphone,iphone 11 pro max,32,Bon état
7875,3300,Tanger,27 Janvier,iphone,iphone 7,8,Bon état
7876,4900,Casablanca,27 Janvier,iphone,iphone 11,8,Neuf
7877,1250,Mohammedia,27 Janvier,sony,sony xperia x,64,Bon état
7878,4900,Casablanca,27 Janvier,iphone,iphone 11,8,Neuf
7879,9800,Tanger,27 Janvier,iphone,iphone 12 pro max,256,Bon état
7880,3600,Casablanca,27 Janvier,iphone,iphone x,8,Neuf
7881,1400,Tanger,27 Janvier,samsung,Samsung A12,8,Bon état
7882,3750,Salé,27 Janvier,iphone,iphone x,8,Bon état
7883,3500,Casablanca,27 Janvier,iphone,iphone se,8,Bon état
7884,7500,Salé,27 Janvier,iphone,iphone 11 pro max,256,Bon état
7885,7500,Rabat,27 Janvier,iphone,iphone 12,8,Neuf
7886,2000,Khouribga,27 Janvier,samsung,samsung a5,8,Neuf
7887,1130,Casablanca,27 Janvier,samsung,samsung a02,32,Bon état
7888,2000,Marrakech,27 Janvier,samsung,samsung galaxy a5,8,Neuf
7889,800,Rabat,27 Janvier,iphone,iphone 7,32,Bon état
7890,6100,Marrakech,27 Janvier,iphone,iphone 11 pro,64,Bon état
7891,2400,El Jadida,27 Janvier,oppo,oppo reno,32,Bon état
7892,2800,Casablanca,27 Janvier,iphone,iphone x,64,Bon état
7893,3200,Casablanca,27 Janvier,xiaomi,xiaomi ,8,Bon état
7894,700,Casablanca,27 Janvier,samsung,samsung galaxy a5,32,Bon état
7895,1700,Meknès,27 Janvier,samsung,samsung galaxy a5,8,Bon état
7896,11500,Marrakech,27 Janvier,iphone,iphone 12 pro max,256,Bon état
7897,3200,Casablanca,27 Janvier,iphone,iphone x,64,Bon état
7898,1500,Casablanca,27 Janvier,oppo,oppo a5,8,Bon état
7899,2500,Casablanca,27 Janvier,iphone,iphone x,32,Bon état
7900,8600,Mohammedia,27 Janvier,iphone,iphone 12 pro,8,Bon état
7901,5200,Rabat,27 Janvier,iphone,iphone 11,64,Bon état
7902,2200,Casablanca,27 Janvier,xiaomi,xiaomi ,8,Bon état
7903,2150,Agadir,27 Janvier,huawei,huawei p,8,Bon état
7904,2450,El Jadida,27 Janvier,oppo,oppo reno,8,Bon état
7905,1300,Agadir,27 Janvier,huawei,huawei mate 10 pro,8,Bon état
7906,1130,Taza,27 Janvier,samsung,samsung a02,32,Bon état
7907,3500,Oujda,27 Janvier,iphone,iphone x,64,Bon état
7908,3000,Salé,27 Janvier,iphone,iphone x,32,Bon état
7909,5500,Casablanca,27 Janvier,iphone,iphone 11 pro max,256,Neuf
7910,800,Kénitra,27 Janvier,iphone,iphone se,32,Bon état
7911,1100,Meknès,27 Janvier,samsung,samsung a11,32,Bon état
7912,8000,Tétouan,26 Janvier,iphone,iphone 12 pro,256,Neuf
7913,6100,Casablanca,26 Janvier,iphone,iphone 11 pro,64,Bon état
7914,15800,Mohammedia,26 Janvier,iphone,iphone 13 pro max,256,Neuf
7915,1800,Casablanca,26 Janvier,huawei,huawei p,8,Bon état
7916,9300,Casablanca,26 Janvier,iphone,iphone 12 pro max,32,Bon état
7917,2700,Casablanca,26 Janvier,iphone,iphone 8,64,Bon état
7918,3600,Casablanca,26 Janvier,iphone,iphone xs,256,Bon état
7919,5200,Casablanca,26 Janvier,iphone,iphone 12,64,Bon état
7920,2700,Casablanca,26 Janvier,iphone,iphone x,32,Bon état
7921,5000,Salé,26 Janvier,iphone,iphone 11,64,Bon état
7922,5200,Casablanca,26 Janvier,iphone,iphone 11 pro max,256,Bon état
7923,4000,Fès,26 Janvier,iphone,iphone xs max,32,Bon état
7924,1100,Tétouan,26 Janvier,huawei,huawei p,32,Bon état
7925,700,Casablanca,26 Janvier,samsung,samsung a02,16,Neuf
7926,3100,Oujda,26 Janvier,iphone,iphone x,64,Bon état
7927,3600,Meknès,26 Janvier,iphone,iphone xs,32,Bon état
7928,5500,Marrakech,26 Janvier,iphone,iphone xs max,32,Bon état
7929,3300,Casablanca,26 Janvier,iphone,iphone x,64,Neuf
7930,1130,Agadir,26 Janvier,samsung,samsung a02,32,Bon état
7931,1750,Rabat,26 Janvier,samsung,samsung galaxy a3,32,Bon état
7932,3100,Casablanca,26 Janvier,iphone,iphone xs max,256,Bon état
7933,8600,Kénitra,26 Janvier,iphone,iphone 12 pro,8,Bon état
7934,2500,El Jadida,26 Janvier,iphone,iphone 8,32,Bon état
7935,5200,El Jadida,26 Janvier,iphone,iphone 11,64,Bon état
7936,4700,Casablanca,26 Janvier,iphone,iphone 11,8,Bon état
7937,1200,Casablanca,26 Janvier,iphone,iphone 7,32,Bon état
7938,700,Marrakech,26 Janvier,oppo,oppo a3s,16,Bon état
7939,5400,Marrakech,26 Janvier,iphone,iphone 11,64,Neuf
7940,5000,Safi,26 Janvier,iphone,iphone 11 pro,64,Neuf
7941,2300,Khouribga,26 Janvier,samsung,samsung a3,32,Bon état
7942,700,Casablanca,26 Janvier,iphone,iphone 6s,16,Bon état
7943,14899,Casablanca,26 Janvier,iphone,iphone 13 pro max,8,Neuf
7944,1130,Taza,26 Janvier,samsung,samsung a02,32,Bon état
7945,700,Tanger,26 Janvier,iphone,iphone se,32,Bon état
7946,550,Kénitra,26 Janvier,samsung,samsung s5,16,Bon état
7947,1799,Mohammedia,26 Janvier,oppo,oppo a1,64,Neuf
7948,5300,Khouribga,26 Janvier,iphone,iphone 11,8,Bon état
7950,800,Rabat,26 Janvier,xiaomi,xiaomi ,32,Bon état
7951,4100,Casablanca,26 Janvier,iphone,iphone 11,64,Bon état
7952,2700,Casablanca,26 Janvier,xiaomi,xiaomi ,8,Bon état
7953,5400,Safi,25 Janvier,iphone,iphone 11,8,Bon état
7954,2000,Rabat,25 Janvier,oppo,oppo reno,8,Bon état
7955,1800,Kénitra,25 Janvier,huawei,huawei nova 7,32,Bon état
7956,800,Casablanca,25 Janvier,samsung,samsung a02,16,Bon état
7957,4950,Casablanca,25 Janvier,iphone,iphone 11,64,Bon état
7958,3300,Casablanca,25 Janvier,iphone,iphone xs,64,Bon état
7959,1600,Casablanca,25 Janvier,huawei,huawei nova 7,8,Bon état
7960,1500,Casablanca,25 Janvier,huawei,huawei p,8,Bon état
7961,7800,Casablanca,25 Janvier,iphone,iphone 12 pro,256,Neuf
7962,10500,Casablanca,25 Janvier,iphone,iphone 12 pro max,8,Neuf
7963,7000,Casablanca,25 Janvier,iphone,iphone 11 pro,512,Neuf
7964,5800,Safi,25 Janvier,iphone,iphone 11,8,Bon état
7965,2000,Casablanca,25 Janvier,iphone,iphone 7,8,Bon état
7966,800,Casablanca,25 Janvier,samsung,samsung a02,16,Bon état
7967,550,Casablanca,25 Janvier,huawei,huawei p,16,Neuf
7968,9800,Casablanca,25 Janvier,iphone,iphone 12 pro max,256,Bon état
7969,6400,Casablanca,25 Janvier,iphone,iphone 12 pro,8,Neuf
7970,1130,Casablanca,25 Janvier,samsung,samsung a02,32,Bon état
7971,7700,Casablanca,25 Janvier,iphone,iphone 11 pro,256,Bon état
7972,700,Casablanca,25 Janvier,huawei,huawei p,32,Bon état
7973,1700,Tétouan,25 Janvier,samsung,samsung galaxy a5,8,Bon état
7974,4000,Agadir,25 Janvier,iphone,iphone x,8,Bon état
7975,5900,Casablanca,25 Janvier,iphone,iphone 12,64,Bon état
7976,4500,Kénitra,25 Janvier,iphone,iphone xs max,64,Neuf
7977,5000,Casablanca,25 Janvier,iphone,iphone 11,64,Bon état
7978,1450,Casablanca,25 Janvier,iphone,iphone 7,8,Bon état
7979,1300,Rabat,25 Janvier,iphone,iphone 7,8,Neuf
7980,3500,Fès,25 Janvier,xiaomi,xiaomi ,8,Bon état
7981,2500,Casablanca,25 Janvier,iphone,iphone x,64,Bon état
7982,4000,Casablanca,25 Janvier,iphone,iphone xs max,64,Bon état
7983,1500,Casablanca,25 Janvier,samsung,samsung a5,8,Bon état
7984,1100,Casablanca,25 Janvier,iphone,iphone 6s,16,Bon état
7985,3300,Rabat,25 Janvier,iphone,iphone x,64,Neuf
7986,2500,Casablanca,25 Janvier,iphone,iphone x,32,Bon état
7987,500,Oujda,25 Janvier,huawei,huawei p,16,Bon état
7988,500,Agadir,25 Janvier,samsung,samsung j3,8,Bon état
7989,1750,Meknès,25 Janvier,iphone,iphone 7,8,Bon état
7990,4500,Casablanca,25 Janvier,iphone,iphone 11,64,Bon état
7991,1750,Casablanca,25 Janvier,iphone,iphone 7,8,Bon état
7992,3700,Casablanca,25 Janvier,iphone,iphone 11,8,Bon état
7993,9000,Casablanca,25 Janvier,iphone,iphone 12 pro max,8,Neuf
7994,2300,Casablanca,25 Janvier,realme,realme 7,8,Neuf
7995,2000,Casablanca,25 Janvier,oppo,oppo reno,32,Bon état
7996,600,Casablanca,25 Janvier,iphone,iphone x,32,Bon état
7997,2100,Rabat,25 Janvier,huawei,huawei p,32,Bon état
7998,5800,El Jadida,25 Janvier,iphone,iphone 11,32,Bon état
7999,2000,Casablanca,25 Janvier,iphone,iphone 8,32,Bon état
8000,3800,Marrakech,25 Janvier,iphone,iphone xs,512,Bon état
8001,15400,Rabat,25 Janvier,iphone,iphone 13 pro max,256,Neuf
8002,1100,Casablanca,25 Janvier,iphone,iphone 6s,16,Bon état
8003,3200,Oujda,25 Janvier,iphone,iphone 8,64,Neuf
8004,3000,Salé,25 Janvier,iphone,iphone x,64,Bon état
8005,6300,Marrakech,25 Janvier,iphone,iphone 12,64,Neuf
8006,5650,Casablanca,24 Janvier,iphone,iphone 11,64,Bon état
8007,7500,Meknès,24 Janvier,iphone,iphone 11 pro max,256,Bon état
8008,1800,Casablanca,24 Janvier,oppo,oppo a9,8,Bon état
8009,1300,Khouribga,24 Janvier,Redmi,Redmi Note 8,32,Bon état
8010,3000,Fès,24 Janvier,iphone,iphone xs,32,Bon état
8011,3600,Casablanca,24 Janvier,iphone,iphone x,32,Bon état
8012,5800,El Jadida,24 Janvier,iphone,iphone 11,8,Bon état
8013,4500,Settat,24 Janvier,iphone,iphone 11,64,Bon état
8014,1599,Marrakech,24 Janvier,iphone,iphone 7,8,Bon état
8015,800,Rabat,24 Janvier,oppo,oppo a5,32,Neuf
8016,9600,Meknès,24 Janvier,iphone,iphone 12 pro max,8,Neuf
8017,1500,Meknès,24 Janvier,huawei,huawei p,8,Bon état
8018,2100,Casablanca,24 Janvier,iphone,iphone 8,64,Neuf
8019,3500,Meknès,24 Janvier,samsung,samsung a5,256,Neuf
8020,1700,Casablanca,24 Janvier,iphone,iphone 8,64,Neuf
8021,5800,Casablanca,24 Janvier,iphone,iphone 11 pro,64,Bon état
8022,4900,Casablanca,24 Janvier,iphone,iphone 11,64,Bon état
8023,2000,Meknès,24 Janvier,iphone,iphone 7,32,Neuf
8024,750,Rabat,24 Janvier,HTC,HTC,32,Bon état
8025,6100,Tanger,24 Janvier,iphone,iphone 11,256,Bon état
8026,1400,El Jadida,24 Janvier,Redmi,Redmi Note 8,64,Bon état
8027,3000,Rabat,24 Janvier,iphone,iphone x,64,Bon état
8028,2100,Casablanca,24 Janvier,iphone,iphone 8,64,Bon état
8029,1099,Rabat,24 Janvier,realme,realme c11,32,Neuf
8030,9800,Casablanca,24 Janvier,iphone,iphone 12 pro max,32,Bon état
8031,8800,Taza,24 Janvier,iphone,iphone 13,8,Bon état
8032,950,Tanger,24 Janvier,iphone,iphone 6s,64,Neuf
8033,4200,Rabat,24 Janvier,iphone,iphone 11,64,Bon état
8034,6400,Casablanca,24 Janvier,iphone,iphone 11 pro max,32,Bon état
8035,950,Casablanca,24 Janvier,iphone,iphone se,16,Bon état
8036,2800,Salé,24 Janvier,iphone,iphone x,32,Bon état
8037,1600,Casablanca,24 Janvier,xiaomi,xiaomi ,8,Bon état
8038,1600,Casablanca,24 Janvier,xiaomi,xiaomi ,8,Neuf
8039,5000,Casablanca,24 Janvier,iphone,iphone 11,64,Neuf
8040,1200,Agadir,24 Janvier,iphone,iphone 7,8,Bon état
8041,4200,Rabat,24 Janvier,iphone,iphone 11,64,Bon état
8042,7500,Fès,24 Janvier,iphone,iphone 11 pro max,256,Neuf
8043,1600,Casablanca,24 Janvier,Redmi,Redmi Note 9,8,Bon état
8044,5500,Oujda,24 Janvier,iphone,iphone 11,256,Neuf
8045,1800,Casablanca,24 Janvier,samsung,samsung a5,8,Bon état
8046,600,Marrakech,24 Janvier,iphone,iphone 6s,16,Bon état
8047,10300,Meknès,24 Janvier,iphone,iphone 12 pro max,256,Neuf
8048,700,Casablanca,24 Janvier,iphone,iphone 6s,64,Bon état
8049,3000,Agadir,24 Janvier,iphone,iphone xs,256,Bon état
8050,1600,Tétouan,24 Janvier,Redmi,Redmi Note 9,8,Neuf
8051,1300,Agadir,24 Janvier,iphone,iphone 6s,32,Bon état
8052,1750,Casablanca,24 Janvier,samsung,samsung a5,8,Bon état
8053,8800,Casablanca,24 Janvier,iphone,iphone 12 pro,256,Bon état
8054,750,Safi,24 Janvier,iphone,iphone se,32,Bon état
8055,2700,Fès,24 Janvier,samsung,samsung galaxy s20,8,Bon état
8056,6800,Casablanca,24 Janvier,iphone,iphone 11 pro max,256,Bon état
8057,1450,Marrakech,24 Janvier,huawei,huawei Y7a,32,Bon état
8058,3200,Marrakech,24 Janvier,iphone,iphone x,64,Neuf
8059,4500,Casablanca,24 Janvier,iphone,iphone 11,32,Bon état
8060,8200,Casablanca,24 Janvier,iphone,iphone 12 pro,8,Bon état
8061,10500,Casablanca,24 Janvier,iphone,iphone 13 pro max,32,Bon état
8062,4700,Marrakech,24 Janvier,iphone,iphone 11,64,Neuf
8063,10500,Casablanca,23 Janvier,iphone,iphone 12 pro,32,Bon état
8064,1800,Casablanca,23 Janvier,iphone,iphone 8,64,Neuf
8065,13000,Casablanca,23 Janvier,iphone,iphone 13 pro max,8,Neuf
8066,5800,Agadir,23 Janvier,iphone,iphone 11,8,Bon état
8067,3800,Marrakech,23 Janvier,iphone,iphone x,256,Bon état
8068,1300,Tanger,23 Janvier,iphone,iphone 7,8,Bon état
8069,6000,Casablanca,23 Janvier,iphone,iphone 11 pro,64,Neuf
8070,1200,El Jadida,23 Janvier,Redmi,Redmi Note 7,8,Bon état
8071,3500,El Jadida,23 Janvier,iphone,iphone x,64,Bon état
8072,14300,Agadir,23 Janvier,iphone,iphone 13 pro max,8,Bon état
8073,6200,Marrakech,23 Janvier,iphone,iphone 11 pro,64,Bon état
8074,8700,Tanger,23 Janvier,iphone,iphone 12 pro,8,Bon état
8075,9600,Salé,23 Janvier,iphone,iphone 12 pro max,8,Bon état
8076,750,Casablanca,23 Janvier,samsung,samsung a01 core,16,Neuf
8077,900,Tétouan,23 Janvier,Redmi,Redmi Note 7,64,Bon état
8078,5200,Rabat,23 Janvier,iphone,iphone 11,64,Neuf
8079,1950,Salé,23 Janvier,iphone,iphone 8,64,Bon état
8080,1600,Rabat,23 Janvier,samsung,samsung a3,8,Bon état
8081,4800,Casablanca,23 Janvier,iphone,iphone 11,32,Bon état
8082,2400,Marrakech,23 Janvier,xiaomi,xiaomi ,8,Neuf
8083,3100,Casablanca,23 Janvier,iphone,iphone 8,256,Bon état
8084,7000,Kénitra,23 Janvier,iphone,iphone 11 pro,256,Neuf
8085,4200,El Jadida,23 Janvier,iphone,iphone xs,256,Bon état
8086,1300,Oujda,23 Janvier,iphone,iphone 6s,64,Bon état
8087,12000,Rabat,23 Janvier,iphone,iphone 13 pro,8,Bon état
8088,3000,Marrakech,23 Janvier,iphone,iphone xs max,64,Bon état
8089,4900,Tanger,23 Janvier,iphone,iphone 11,64,Bon état
8090,4900,Tanger,23 Janvier,iphone,iphone 11,64,Bon état
8091,500,Casablanca,23 Janvier,samsung,samsung galaxy a01 core,16,Bon état
8092,1300,El Jadida,23 Janvier,iphone,iphone 7,8,Bon état
8094,1900,Casablanca,23 Janvier,oppo,oppo reno,8,Bon état
8095,3700,Casablanca,23 Janvier,iphone,iphone x,256,Bon état
8096,1100,Casablanca,23 Janvier,samsung,samsung galaxy s6,32,Neuf
8097,3300,Casablanca,23 Janvier,iphone,iphone x,64,Neuf
8098,17500,Marrakech,23 Janvier,iphone,iphone 13 pro max,512,Neuf
8099,449,Casablanca,23 Janvier,samsung,samsung a11,32,Neuf
8100,699,Casablanca,23 Janvier,iphone,iphone x,32,Bon état
8101,6700,Tanger,23 Janvier,iphone,iphone 11 pro max,32,Bon état
8102,750,Marrakech,23 Janvier,iphone,iphone 6s,16,Bon état
8103,1250,Meknès,23 Janvier,iphone,iphone 7,32,Bon état
8104,2500,El Jadida,23 Janvier,iphone,iphone 7,32,Neuf
8105,1200,Tanger,23 Janvier,iphone,iphone 7,32,Bon état
8106,2100,Kénitra,23 Janvier,samsung,samsung a5,8,Bon état
8107,900,Fès,23 Janvier,huawei,huawei p,8,Neuf
8108,6000,Safi,23 Janvier,iphone,iphone 12,32,Bon état
8109,1500,Fès,23 Janvier,Redmi,Redmi Note 9,64,Neuf
8110,5300,Rabat,23 Janvier,iphone,iphone 11 pro,64,Neuf
8111,1800,Meknès,23 Janvier,huawei,huawei nova 5t,8,Bon état
8112,500,Meknès,23 Janvier,iphone,iphone se,32,Bon état
8113,1000,Marrakech,23 Janvier,realme,realme c11,32,Neuf
8114,1800,Oujda,23 Janvier,xiaomi,xiaomi ,8,Bon état
8115,13500,Fès,23 Janvier,iphone,iphone 13 pro max,8,Neuf
8116,700,Tanger,23 Janvier,samsung,samsung galaxy s6,32,Bon état
8117,900,Marrakech,23 Janvier,oppo,oppo a5,32,Bon état
8118,2100,Mohammedia,23 Janvier,iphone,iphone 8,64,Bon état
8119,1400,Kénitra,23 Janvier,samsung,Samsung A12,8,Neuf
8120,1350,Salé,23 Janvier,iphone,iphone 6s,8,Bon état
8121,3000,Casablanca,22 Janvier,iphone,iphone 8,32,Bon état
8122,6500,Rabat,22 Janvier,iphone,iphone 12,32,Bon état
8123,850,Marrakech,22 Janvier,samsung,samsung a5,32,Bon état
8124,4500,Casablanca,22 Janvier,samsung,samsung note 2,256,Bon état
8125,4900,Oujda,22 Janvier,iphone,iphone 11,64,Neuf
8126,650,Casablanca,22 Janvier,nokia,nokia 6,32,Bon état
8127,14000,Meknès,22 Janvier,iphone,iphone 13 pro max,256,Neuf
8128,2000,Meknès,22 Janvier,iphone,iphone 8,64,Bon état
8129,2950,Casablanca,22 Janvier,iphone,iphone xs,32,Bon état
8130,1050,Kénitra,22 Janvier,iphone,iphone 6s,16,Bon état
8131,4600,Casablanca,22 Janvier,iphone,iphone xs max,256,Bon état
8132,1000,Marrakech,22 Janvier,iphone,iphone 6s,32,Bon état
8133,5600,Casablanca,22 Janvier,iphone,iphone 11 pro,64,Bon état
8134,4400,Casablanca,22 Janvier,iphone,iphone 11,64,Bon état
8135,7100,Casablanca,22 Janvier,iphone,iphone 11 pro max,64,Neuf
8136,800,Casablanca,22 Janvier,sony,sony xperia z3,16,Bon état
8137,2100,Fès,22 Janvier,iphone,iphone x,64,Bon état
8138,550,Casablanca,22 Janvier,huawei,huawei p,16,Neuf
8139,1800,Marrakech,22 Janvier,samsung,samsung galaxy a71,8,Bon état
8140,3600,Rabat,22 Janvier,oppo,oppo reno,8,Neuf
8141,2000,Casablanca,22 Janvier,Redmi,Redmi Note 9,8,Neuf
8142,1000,Rabat,22 Janvier,iphone,iphone 6s,16,Bon état
8143,1800,Rabat,22 Janvier,iphone,iphone 8,32,Bon état
8144,6300,Casablanca,22 Janvier,iphone,iphone 11 pro,64,Bon état
8145,8000,Meknès,22 Janvier,iphone,iphone 12 pro,8,Bon état
8146,900,Marrakech,22 Janvier,oppo,oppo a1,16,Bon état
8147,1500,Oujda,22 Janvier,iphone,iphone 6s,16,Bon état
8148,2300,Casablanca,22 Janvier,huawei,huawei nova 5t,8,Bon état
8149,1500,Oujda,22 Janvier,iphone,iphone 6s,16,Bon état
8150,500,Marrakech,22 Janvier,iphone,iphone 5,32,Bon état
8151,2300,Meknès,22 Janvier,iphone,iphone 7,32,Neuf
8152,550,Casablanca,22 Janvier,huawei,huawei p,16,Neuf
8153,2000,Casablanca,22 Janvier,xiaomi,xiaomi ,8,Bon état
8154,900,Fès,22 Janvier,huawei,huawei Y7 Prime,32,Neuf
8155,3100,Rabat,22 Janvier,samsung,samsung galaxy s20,8,Bon état
8156,2900,Casablanca,22 Janvier,iphone,iphone xs max,256,Bon état
8157,1000,Casablanca,22 Janvier,samsung,samsung a21s,32,Bon état
8158,1800,Salé,22 Janvier,iphone,iphone 8,64,Bon état
8159,1400,Mohammedia,22 Janvier,iphone,iphone 7,256,Bon état
8160,3100,Casablanca,22 Janvier,iphone,iphone x,64,Bon état
8161,3500,Casablanca,22 Janvier,iphone,iphone x,64,Bon état
8162,5900,Casablanca,22 Janvier,iphone,iphone 11 pro max,256,Bon état
8163,1500,Tanger,22 Janvier,iphone,iphone 8,32,Bon état
8164,2900,Casablanca,22 Janvier,samsung,samsung a5,8,Bon état
8165,3300,Casablanca,22 Janvier,iphone,iphone x,64,Neuf
8166,5400,Marrakech,22 Janvier,iphone,iphone 12,64,Bon état
8168,4600,Rabat,22 Janvier,iphone,iphone xs,64,Bon état
8169,1900,Rabat,22 Janvier,iphone,iphone 8,64,Bon état
8170,4600,Rabat,22 Janvier,iphone,iphone xs,64,Bon état
8171,1900,Rabat,22 Janvier,iphone,iphone 8,64,Bon état
8172,450,Marrakech,22 Janvier,LG,LG G4,32,Bon état
8173,5500,Casablanca,22 Janvier,iphone,iphone xs max,512,Bon état
8174,1700,Casablanca,22 Janvier,iphone,iphone 7,64,Neuf
8175,350,Casablanca,22 Janvier,iphone,iphone 5,32,Bon état
8176,2000,Casablanca,22 Janvier,iphone,iphone 7,8,Bon état
8178,2000,Casablanca,22 Janvier,Redmi,Redmi Note 9,8,Neuf
8179,1200,Rabat,22 Janvier,samsung,samsung s7,32,Bon état
8180,799,Casablanca,22 Janvier,oppo,oppo a83,32,Bon état
8181,4800,Khouribga,22 Janvier,iphone,iphone xs max,256,Bon état
8182,600,Casablanca,22 Janvier,iphone,iphone 6s,64,Bon état
8183,1400,Casablanca,22 Janvier,huawei,huawei p,8,Neuf
8184,1700,Casablanca,22 Janvier,oppo,oppo a9,8,Bon état
8185,6500,Fès,22 Janvier,iphone,iphone 11 pro max,64,Bon état
8186,9300,Kénitra,22 Janvier,iphone,iphone 13,32,Bon état
8187,9300,Kénitra,22 Janvier,iphone,iphone 13,32,Bon état
8188,2000,Rabat,22 Janvier,samsung,samsung a3,8,Neuf
8189,1900,Casablanca,22 Janvier,realme,realme 7,8,Neuf
8190,10800,Tanger,22 Janvier,iphone,iphone 13 pro max,8,Neuf
8191,3000,Casablanca,22 Janvier,huawei,huawei p,256,Bon état
8192,2600,Casablanca,22 Janvier,iphone,iphone 7,32,Bon état
8193,1100,Casablanca,22 Janvier,iphone,iphone 7,32,Bon état
8194,1400,Settat,22 Janvier,oppo,oppo a5,64,Bon état
8195,2000,Mohammedia,22 Janvier,iphone,iphone 8,32,Bon état
8196,1700,Marrakech,22 Janvier,iphone,iphone 8,64,Bon état
8197,1400,Salé,22 Janvier,nokia,nokia 5,32,Bon état
8198,2500,Casablanca,22 Janvier,iphone,iphone x,32,Bon état
8199,650,Casablanca,22 Janvier,huawei,huawei p,32,Bon état
8200,7600,Fès,21 Janvier,iphone,iphone 11 pro max,32,Bon état
8201,2800,Casablanca,21 Janvier,xiaomi,xiaomi ,8,Bon état
8202,1800,Tanger,21 Janvier,samsung,samsung note 8,64,Bon état
8203,1800,Tanger,21 Janvier,samsung,samsung note 8,64,Bon état
8204,1500,Salé,21 Janvier,iphone,iphone 7,8,Bon état
8205,4400,Casablanca,21 Janvier,iphone,iphone 12 mini,32,Bon état
8206,2400,Salé,21 Janvier,iphone,iphone 7,8,Bon état
8207,1900,Salé,21 Janvier,samsung,samsung a5,8,Bon état
8208,7100,Oujda,21 Janvier,iphone,iphone 11,32,Bon état
8209,1000,Rabat,21 Janvier,huawei,huawei Y7 Prime,32,Bon état
8210,2500,Casablanca,21 Janvier,iphone,iphone 8,64,Neuf
8211,6500,Settat,21 Janvier,iphone,iphone 11 pro max,64,Neuf
8212,1100,Casablanca,21 Janvier,samsung,samsung a21s,32,Neuf
8213,4500,Agadir,21 Janvier,iphone,iphone 11,8,Bon état
8214,1450,Casablanca,21 Janvier,samsung,samsung a21s,64,Bon état
8215,1300,Meknès,21 Janvier,Redmi,Redmi Note 8,64,Neuf
8216,2000,Casablanca,21 Janvier,iphone,iphone 7,32,Neuf
8217,900,Rabat,21 Janvier,iphone,iphone 7,32,Bon état
8218,6800,Salé,21 Janvier,iphone,iphone 11 pro max,64,Bon état
8219,5500,Casablanca,21 Janvier,iphone,iphone 11 pro,64,Neuf
8220,1600,Casablanca,21 Janvier,iphone,iphone 7,32,Neuf
8221,5800,Mohammedia,21 Janvier,iphone,iphone xs max,512,Bon état
8222,1200,Agadir,21 Janvier,huawei,huawei Y7 Prime,32,Bon état
8223,1800,Fès,21 Janvier,iphone,iphone 8,32,Bon état
8224,800,Mohammedia,21 Janvier,samsung,samsung galaxy j3,16,Bon état
8225,1550,Casablanca,21 Janvier,xiaomi,xiaomi ,64,Bon état
8226,3999,Casablanca,21 Janvier,iphone,iphone xs max,512,Bon état
8227,3000,Tanger,21 Janvier,iphone,iphone xs,256,Bon état
8228,6800,Casablanca,21 Janvier,iphone,iphone 11 pro max,32,Bon état
8229,14000,Kénitra,21 Janvier,iphone,iphone 13 pro max,32,Bon état
8230,1400,Casablanca,21 Janvier,xiaomi,xiaomi ,32,Bon état
8231,1400,Casablanca,21 Janvier,xiaomi,xiaomi ,32,Bon état
8232,5400,Casablanca,21 Janvier,iphone,iphone 11 pro,256,Bon état
8233,5500,Meknès,21 Janvier,iphone,iphone 11,8,Bon état
8234,2000,Agadir,21 Janvier,samsung,samsung a21s,8,Bon état
8235,3200,Mohammedia,21 Janvier,iphone,iphone x,16,Bon état
8236,9500,Kénitra,21 Janvier,iphone,iphone 13,32,Bon état
8237,6800,Kénitra,21 Janvier,iphone,iphone 12,32,Bon état
8238,7000,Casablanca,21 Janvier,iphone,iphone 11 pro max,32,Bon état
8239,6700,El Jadida,21 Janvier,iphone,iphone 11 pro max,64,Neuf
